activity,alpha,beta,gamma,stamp,x,y,z
Resting,-0.12152272462844849,0.5490379333496094,-0.09442053735256195,1570374925995,0.02436766028404236,-0.02017161250114441,0.031932830810546875
Resting,0.6487040519714355,0.12851683795452118,-0.16348740458488464,1570374925864,0.012818098068237305,-0.022645920515060425,0.017442703247070312
Resting,0.5088217854499817,0.5490379333496094,-0.09442053735256195,1570374925817,0.02016785740852356,-0.014624178409576416,0.01595020294189453
Resting,0.0883006826043129,0.4091556668281555,-0.09442053735256195,1570374925906,0.036325469613075256,-0.026778221130371094,0.020618438720703125
Resting,0.4388806223869324,0.12851683795452118,-0.023605134338140488,1570374925775,-0.0003122091293334961,-0.03500181436538696,0.025691986083984375
Resting,-0.4712284207344055,-0.22031457722187042,-0.3033696711063385,1570374926309,0.025492221117019653,-0.026073575019836426,0.022322654724121094
Resting,0.0883006826043129,0.26839911937713623,0.04633600264787674,1570374926362,0.02294003963470459,-0.013317078351974487,0.02263164520263672
Resting,0.4388806223869324,-0.22031457722187042,-0.023605134338140488,1570374926405,0.01324811577796936,-0.03181368112564087,0.028905868530273438
Resting,-0.26140499114990234,-0.3610711097717285,0.11627714335918427,1570374926621,0.010841429233551025,-0.05460628867149353,0.04630088806152344
Resting,0.019233813509345055,0.47909680008888245,0.04633600264787674,1570374926524,0.017827734351158142,-0.027628690004348755,0.014171600341796875
Resting,1.418056607246399,0.19933223724365234,0.11627714335918427,1570374926470,0.02541281282901764,-0.034637898206710815,0.02022838592529297
Resting,0.7186451554298401,0.8296767473220825,-0.09442053735256195,1570374926565,0.010468587279319763,-0.015351623296737671,0.04138946533203125
Resting,0.5787628889083862,0.7588613629341125,0.11627714335918427,1570374926098,0.027791455388069153,-0.016096413135528564,0.018377304077148438
Resting,0.36893948912620544,-0.0113654350861907,-0.09442053735256195,1570374926142,0.015468895435333252,-0.0031641721725463867,0.024692535400390625
Resting,0.9293428659439087,0.26839911937713623,-0.09442053735256195,1570374926193,0.014981836080551147,-0.029343456029891968,0.015366554260253906
Resting,0.5088217854499817,-0.22031457722187042,-0.16348740458488464,1570374926675,-0.0035380274057388306,-0.02137032151222229,-0.00392913818359375
Resting,0.2989983558654785,0.05944996699690819,-0.16348740458488464,1570374926239,0.0254572331905365,-0.016950219869613647,0.019234657287597656
Resting,0.6487040519714355,0.19933223724365234,0.18709254264831543,1570374926760,0.013654902577400208,-0.029440253973007202,-0.005756378173828125
Resting,-0.26140499114990234,-0.08043231070041656,0.18709254264831543,1570374926801,-0.012631043791770935,-0.026708632707595825,0.03302764892578125
Resting,0.019233813509345055,0.05944996699690819,-0.16348740458488464,1570374926932,0.017998993396759033,-0.03132638335227966,0.028997421264648438
Resting,-0.4012872874736786,0.12851683795452118,-0.2343028038740158,1570374926885,0.023953378200531006,-0.003631591796875,0.0025587081909179688
Resting,0.5787628889083862,-0.3610711097717285,-0.023605134338140488,1570374926844,0.009863018989562988,-0.022173047065734863,0.016541481018066406
Resting,0.15911608934402466,0.4091556668281555,0.18709254264831543,1570374926985,0.02601751685142517,-0.02481439709663391,0.026703834533691406
Resting,0.2989983558654785,0.12851683795452118,-0.09442053735256195,1570374927043,0.00961942970752716,-0.028364360332489014,0.0031566619873046875
Resting,0.7885863184928894,0.05944996699690819,0.04633600264787674,1570374927417,0.02523837983608246,-0.016014844179153442,0.013454437255859375
Resting,0.0883006826043129,0.05944996699690819,-0.2343028038740158,1570374927376,0.028233453631401062,-0.014975965023040771,0.00316619873046875
Resting,-0.3313461244106293,-0.15124770998954773,-0.09442053735256195,1570374927088,0.017493396997451782,0.0012822151184082031,0.016333580017089844
Resting,-0.3313461244106293,0.4091556668281555,-0.09442053735256195,1570374927175,0.034315451979637146,-0.01455920934677124,0.009886741638183594
Resting,0.5787628889083862,0.26839911937713623,0.18709254264831543,1570374927129,0.03735002875328064,-0.031775057315826416,-0.004385948181152344
Resting,0.36893948912620544,-0.08043231070041656,0.11627714335918427,1570374927223,0.012486249208450317,-0.04592806100845337,0.042014122009277344
Resting,-0.12152272462844849,-0.0113654350861907,-0.3033696711063385,1570374927275,0.010358750820159912,-0.020034492015838623,0.0086822509765625
Resting,0.5088217854499817,0.19933223724365234,-0.09442053735256195,1570374927322,0.0111684650182724,-0.03336462378501892,0.018212318420410156
Resting,0.019233813509345055,0.05944996699690819,0.04633600264787674,1570374927463,0.02997112274169922,0.0019245445728302002,0.016265869140625
Resting,-0.26140499114990234,-0.3610711097717285,-0.2343028038740158,1570374927507,0.013775810599327087,-0.010664165019989014,0.03190135955810547
Resting,0.7885863184928894,0.6189790368080139,-0.023605134338140488,1570374927603,0.007353335618972778,-0.00641217827796936,0.025211334228515625
Resting,0.6487040519714355,0.4091556668281555,-0.16348740458488464,1570374927550,0.010220304131507874,-0.006440699100494385,-0.0042209625244140625
Resting,-0.8209341168403625,-0.5708945393562317,-0.16348740458488464,1570374927659,0.018721938133239746,-0.01728653907775879,0.01731586456298828
Resting,-0.12152272462844849,-0.22031457722187042,-0.09442053735256195,1570374927743,0.006631404161453247,-0.02346661686897278,0.0022125244140625
Resting,0.15911608934402466,-0.0113654350861907,0.11627714335918427,1570374927851,0.003686651587486267,-0.0054083168506622314,-0.006160736083984375
Resting,-0.3313461244106293,-0.15124770998954773,-0.16348740458488464,1570374927797,0.021297678351402283,-0.0435962975025177,0.01941394805908203
Resting,0.9984097480773926,0.26839911937713623,-0.023605134338140488,1570374927902,-0.001043662428855896,-0.030722230672836304,0.0034360885620117188
Resting,0.36893948912620544,-0.08043231070041656,0.04633600264787674,1570374928425,0.008055821061134338,-0.04273155331611633,0.0009822845458984375
Resting,0.7186451554298401,0.12851683795452118,0.18709254264831543,1570374928376,0.006129041314125061,-0.02130332589149475,-0.019079208374023438
Resting,0.4388806223869324,-0.5708945393562317,-0.09442053735256195,1570374928220,-0.02462741732597351,-0.0010727643966674805,0.01776885986328125
Resting,0.0883006826043129,-0.15124770998954773,0.11627714335918427,1570374928468,0.007172748446464539,-0.016566991806030273,0.0217132568359375
Resting,0.4388806223869324,0.3392145037651062,0.2561594247817993,1570374928062,0.00446280837059021,-0.002267897129058838,-0.009226799011230469
Resting,0.5088217854499817,0.05944996699690819,0.04633600264787674,1570374927997,0.0027330517768859863,-0.009001672267913818,0.004269599914550781
Resting,0.9984097480773926,0.19933223724365234,0.04633600264787674,1570374928112,-0.0004003196954727173,-0.02571094036102295,0.01012420654296875
Resting,-0.3313461244106293,-0.15124770998954773,0.11627714335918427,1570374928265,0.023723244667053223,-0.04121041297912598,0.006855964660644531
Resting,0.7885863184928894,-0.15124770998954773,0.04633600264787674,1570374928166,0.02720533311367035,-0.029734641313552856,-0.0022945404052734375
Resting,0.36893948912620544,0.47909680008888245,0.11627714335918427,1570374928318,-0.0013843625783920288,-0.02681383490562439,-0.009224891662597656
Resting,-0.6810518503189087,-0.8506590723991394,0.18709254264831543,1570374927944,0.027745768427848816,-0.004938870668411255,-0.007340431213378906
Resting,0.019233813509345055,0.47909680008888245,-0.09442053735256195,1570374928569,0.024427637457847595,-0.024997413158416748,0.0039730072021484375
Resting,0.5088217854499817,0.19933223724365234,-0.023605134338140488,1570374928519,-0.004308223724365234,-0.0285109281539917,-0.022294998168945312
Resting,0.5088217854499817,0.19933223724365234,-0.16348740458488464,1570374928667,0.010018214583396912,-0.026378363370895386,0.00516510009765625
Resting,-0.12152272462844849,0.3392145037651062,0.11627714335918427,1570374928730,0.03337755799293518,-0.009698837995529175,0.007679939270019531
Resting,1.5588130950927734,-0.0113654350861907,-0.023605134338140488,1570374928620,0.012328818440437317,-0.0053563714027404785,0.01900482177734375
Resting,0.5787628889083862,-0.08043231070041656,-0.09442053735256195,1570374929249,0.007623076438903809,-0.014988511800765991,-0.01981639862060547
Resting,0.0883006826043129,-0.0113654350861907,-0.023605134338140488,1570374929117,0.049331605434417725,-0.043488144874572754,-0.0075817108154296875
Resting,0.15911608934402466,0.05944996699690819,0.04633600264787674,1570374928905,-0.00025850534439086914,-0.03574678301811218,-0.030073165893554688
Resting,0.36893948912620544,0.05944996699690819,0.2561594247817993,1570374928772,-0.0022070854902267456,-0.03719532489776611,0.010369300842285156
Resting,-0.26140499114990234,-0.0113654350861907,0.3269748091697693,1570374928836,0.011898994445800781,-0.02199721336364746,0.016747474670410156
Resting,0.0883006826043129,0.3392145037651062,-0.2343028038740158,1570374929186,0.008463189005851746,-0.060535430908203125,0.006520271301269531
Resting,0.019233813509345055,0.26839911937713623,0.11627714335918427,1570374929711,0.03173559904098511,-0.029088765382766724,-0.0036296844482421875
Resting,-0.05158158764243126,0.47909680008888245,-0.023605134338140488,1570374929577,0.026679962873458862,-0.02207818627357483,-0.0198974609375
Resting,-0.05158158764243126,0.26839911937713623,0.2561594247817993,1570374929527,0.014994889497756958,-0.020124822854995728,-0.011036872863769531
Resting,0.5088217854499817,0.6889201998710632,-0.09442053735256195,1570374929660,0.009902402758598328,-0.02687859535217285,0.0062885284423828125
Resting,0.36893948912620544,0.5490379333496094,0.04633600264787674,1570374929620,0.01030963659286499,-0.014749348163604736,-0.01615142822265625
Resting,-0.12152272462844849,0.6889201998710632,0.04633600264787674,1570374929477,0.01272842288017273,-0.04496657848358154,-0.0017261505126953125
Resting,0.22818295657634735,0.05944996699690819,-0.023605134338140488,1570374929436,-0.005572855472564697,-0.01614472270011902,-0.0024690628051757812
Resting,0.7186451554298401,0.26839911937713623,0.2561594247817993,1570374929389,0.016947999596595764,-0.013967961072921753,-0.02280139923095703
Resting,-0.19146385788917542,0.19933223724365234,-0.09442053735256195,1570374929076,-0.01355677843093872,-0.012478649616241455,0.010763168334960938
Resting,0.6487040519714355,0.6189790368080139,0.3269748091697693,1570374929343,0.026362597942352295,-0.02081313729286194,0.014876365661621094
Resting,0.2989983558654785,0.5490379333496094,0.11627714335918427,1570374929303,-0.020753487944602966,-0.02577042579650879,-0.0021762847900390625
Resting,0.22818295657634735,0.05944996699690819,-0.2343028038740158,1570374929018,0.044803544878959656,-0.031778961420059204,-0.013181686401367188
Resting,-0.4012872874736786,-0.0113654350861907,-0.09442053735256195,1570374928961,0.04898786544799805,-0.0431210994720459,0.005686759948730469
Resting,0.22818295657634735,-0.6408356428146362,-0.023605134338140488,1570374930065,0.030346766114234924,-0.020439326763153076,-0.024100303649902344
Resting,-0.19146385788917542,-0.6408356428146362,-0.09442053735256195,1570374929771,-0.00356195867061615,-0.011694937944412231,0.020215988159179688
Resting,0.7885863184928894,0.26839911937713623,-0.023605134338140488,1570374930168,0.0332937091588974,-0.028481215238571167,0.012764930725097656
Resting,-0.4012872874736786,0.19933223724365234,0.2561594247817993,1570374930209,-0.021040767431259155,-0.010991215705871582,-0.02143573760986328
Resting,-0.19146385788917542,-0.22031457722187042,0.04633600264787674,1570374930117,-0.016048237681388855,0.0016258060932159424,-0.017942428588867188
Resting,0.7186451554298401,0.26839911937713623,0.2561594247817993,1570374929815,-0.0022267401218414307,-0.003786623477935791,-0.007538795471191406
Resting,0.019233813509345055,0.4091556668281555,0.2561594247817993,1570374929915,0.00033940374851226807,-0.0036709606647491455,-0.002750396728515625
Resting,0.22818295657634735,0.7588613629341125,-0.09442053735256195,1570374929860,0.06061197817325592,-0.02786308526992798,-0.0038290023803710938
Resting,-0.19146385788917542,0.8987436294555664,-0.023605134338140488,1570374930012,-0.01943497359752655,-0.015595346689224243,0.0409393310546875
Resting,0.5787628889083862,0.5490379333496094,-0.09442053735256195,1570374929966,0.004061475396156311,-0.026458531618118286,-0.0042018890380859375
Resting,-0.26140499114990234,0.4091556668281555,-0.023605134338140488,1570374930263,0.037437841296195984,-0.004634648561477661,-0.00091552734375
Resting,0.019233813509345055,0.05944996699690819,-0.023605134338140488,1570374930420,0.025420472025871277,0.014297783374786377,-0.012274742126464844
Resting,-0.4712284207344055,-0.22031457722187042,-0.16348740458488464,1570374930517,0.044506609439849854,-0.009127557277679443,-0.00027942657470703125
Resting,0.2989983558654785,-0.15124770998954773,0.18709254264831543,1570374930367,-0.003931939601898193,-0.013585150241851807,0.033797264099121094
Resting,-0.05158158764243126,0.05944996699690819,-0.16348740458488464,1570374930315,-0.02044592797756195,-0.015312165021896362,0.005356788635253906
Resting,-0.6810518503189087,0.12851683795452118,0.18709254264831543,1570374930618,0.04417583346366882,-0.03950601816177368,-0.010156631469726562
Resting,0.0883006826043129,0.4091556668281555,-0.09442053735256195,1570374930564,-0.008066892623901367,0.00809866189956665,0.0042572021484375
Resting,-0.3313461244106293,0.26839911937713623,0.11627714335918427,1570374930665,-0.028427407145500183,0.005936950445175171,-0.005057334899902344
Resting,-0.3313461244106293,-0.5708945393562317,0.04633600264787674,1570374930469,-0.0432501882314682,0.026604950428009033,-0.00948333740234375
Resting,-0.6111106872558594,0.19933223724365234,-0.16348740458488464,1570374930708,0.04600951075553894,0.007997751235961914,0.003841400146484375
Resting,-0.12152272462844849,-0.0113654350861907,0.18709254264831543,1570374930807,0.023137271404266357,0.005572766065597534,0.014773368835449219
Resting,-0.05158158764243126,-0.2911299765110016,-0.023605134338140488,1570374930906,0.04562683403491974,-0.01735517382621765,0.023000717163085938
Resting,-0.19146385788917542,-0.22031457722187042,-0.09442053735256195,1570374931260,-0.004029422998428345,-0.016163349151611328,0.008376121520996094
Resting,-0.6810518503189087,-0.2911299765110016,-0.09442053735256195,1570374931304,0.022698745131492615,-0.01057782769203186,0.02141571044921875
Resting,0.0883006826043129,0.12851683795452118,-0.023605134338140488,1570374930850,0.006103083491325378,-0.0003916919231414795,0.0023279190063476562
Resting,0.6487040519714355,0.19933223724365234,0.18709254264831543,1570374931400,0.025174424052238464,-0.019992530345916748,0.00481414794921875
Resting,-0.05158158764243126,-0.08043231070041656,0.04633600264787674,1570374931014,-2.5466084480285645e-05,0.017170757055282593,0.020147323608398438
Resting,0.15911608934402466,0.19933223724365234,-0.023605134338140488,1570374931441,-0.006218373775482178,0.0066779255867004395,-0.043003082275390625
Resting,0.36893948912620544,-0.5009533762931824,0.18709254264831543,1570374930966,0.022792235016822815,-0.017988115549087524,-0.0226898193359375
Resting,-0.19146385788917542,-0.2911299765110016,0.2561594247817993,1570374931486,0.013105541467666626,-0.015627562999725342,0.009211540222167969
Resting,-0.3313461244106293,-0.43101224303245544,-0.2343028038740158,1570374931158,-0.018359050154685974,0.0157204270362854,0.008668899536132812
Resting,-0.05158158764243126,0.05944996699690819,-0.16348740458488464,1570374931062,0.00015433132648468018,-0.0153408944606781,0.027251243591308594
Resting,-0.05158158764243126,-0.3610711097717285,0.3269748091697693,1570374931531,0.036641836166381836,0.0012713372707366943,0.019321441650390625
Resting,0.019233813509345055,0.3392145037651062,0.18709254264831543,1570374931115,0.018586590886116028,0.009743213653564453,-0.007430076599121094
Resting,0.019233813509345055,0.5490379333496094,0.18709254264831543,1570374931572,-0.0020450055599212646,-0.003935575485229492,0.007210731506347656
Resting,-0.12152272462844849,-0.0113654350861907,0.18709254264831543,1570374931351,-0.011049807071685791,-0.0053595006465911865,0.015817642211914062
Resting,0.4388806223869324,1.1094412803649902,0.04633600264787674,1570374931207,0.026031970977783203,-0.03657016158103943,0.00379180908203125
Resting,0.2989983558654785,0.6889201998710632,-0.023605134338140488,1570374931613,0.01206919550895691,0.011177510023117065,0.011334419250488281
Resting,-0.7509929537773132,-0.0113654350861907,0.18709254264831543,1570374931716,0.031101718544960022,-0.0005124807357788086,0.0015497207641601562
Resting,0.0883006826043129,-0.15124770998954773,0.04633600264787674,1570374931671,0.0008105486631393433,-0.0014966130256652832,-0.004292488098144531
Resting,0.5088217854499817,0.19933223724365234,0.04633600264787674,1570374932024,0.004665285348892212,0.025345653295516968,0.022584915161132812
Resting,0.7186451554298401,-0.2911299765110016,-0.023605134338140488,1570374932070,-0.01840486377477646,-0.03812766075134277,-0.0036401748657226562
Resting,-0.12152272462844849,0.12851683795452118,-0.023605134338140488,1570374931802,0.0018915534019470215,-0.007257610559463501,0.01891803741455078
Resting,0.019233813509345055,-0.6408356428146362,0.11627714335918427,1570374931891,0.012687787413597107,0.03460913896560669,-0.000415802001953125
Resting,0.22818295657634735,-0.08043231070041656,-0.16348740458488464,1570374931844,-0.0031684190034866333,-0.008186697959899902,-0.008817672729492188
Resting,0.019233813509345055,0.12851683795452118,-0.023605134338140488,1570374931934,0.010092079639434814,0.006680727005004883,0.007534980773925781
Resting,0.8585274815559387,-0.3610711097717285,0.04633600264787674,1570374931982,-0.001528628170490265,-0.0043687522411346436,-0.006217002868652344
Resting,0.5088217854499817,0.19933223724365234,0.04633600264787674,1570374932119,0.008245110511779785,0.010018348693847656,0.01654529571533203
Resting,0.2989983558654785,-0.08043231070041656,0.2561594247817993,1570374932503,-0.031028471887111664,0.0463775098323822,-0.0013561248779296875
Resting,0.2989983558654785,0.5490379333496094,0.04633600264787674,1570374932457,0.01138664036989212,-0.036519527435302734,-0.0058383941650390625
Resting,-0.3313461244106293,-0.0113654350861907,-0.023605134338140488,1570374932324,0.018108516931533813,-0.029033541679382324,0.011198997497558594
Resting,-0.26140499114990234,-0.08043231070041656,0.18709254264831543,1570374932593,0.005713693797588348,0.036855220794677734,0.05834388732910156
Resting,-0.8209341168403625,-0.5009533762931824,0.11627714335918427,1570374932703,0.029259003698825836,0.06442496180534363,0.09524345397949219
Resting,-0.4012872874736786,-0.5009533762931824,-0.023605134338140488,1570374932552,-0.05431359261274338,-0.03143671154975891,0.0015888214111328125
Resting,-0.19146385788917542,0.26839911937713623,0.04633600264787674,1570374932177,-0.004398718476295471,-0.020696550607681274,0.0025453567504882812
Resting,0.7186451554298401,-0.5708945393562317,0.2561594247817993,1570374932227,0.05336012691259384,-0.0016130506992340088,0.005780220031738281
Resting,0.8585274815559387,-0.0113654350861907,-0.023605134338140488,1570374932369,-0.014978602528572083,0.008079677820205688,0.044266700744628906
Resting,-0.5411695241928101,0.05944996699690819,-0.023605134338140488,1570374932641,-0.007026419043540955,-0.08048555254936218,-0.11638832092285156
Resting,0.2989983558654785,0.26839911937713623,0.2561594247817993,1570374932282,-0.008340731263160706,-0.04843190312385559,0.0018138885498046875
Resting,-0.19146385788917542,-0.0113654350861907,-0.16348740458488464,1570374932410,0.004879765212535858,-0.0022238492965698242,0.015023231506347656
Resting,0.7885863184928894,0.4091556668281555,0.04633600264787674,1570374932797,0.01117485761642456,-0.03809255361557007,-0.027681350708007812
Resting,0.0883006826043129,-0.43101224303245544,0.2561594247817993,1570374932935,8.682161569595337e-05,-0.04427143931388855,-0.0064792633056640625
Resting,0.4388806223869324,-0.43101224303245544,0.2561594247817993,1570374932891,-0.0007811412215232849,-0.01036757230758667,0.008312225341796875
Resting,-0.6810518503189087,-0.0113654350861907,0.04633600264787674,1570374932840,0.011108435690402985,-0.019093990325927734,0.0027008056640625
Resting,-0.8908752202987671,-0.0113654350861907,-0.023605134338140488,1570374933176,-0.010159753262996674,0.013008087873458862,0.12665843963623047
Resting,0.0883006826043129,0.05944996699690819,-0.023605134338140488,1570374933126,-0.042379289865493774,-0.061625540256500244,-0.0310821533203125
Resting,-0.05158158764243126,0.12851683795452118,0.04633600264787674,1570374933075,0.02112700790166855,0.04253491759300232,0.009814262390136719
Resting,-0.7509929537773132,0.19933223724365234,-0.023605134338140488,1570374933026,0.0009874626994132996,-0.028212785720825195,0.003353118896484375
Resting,0.6487040519714355,-0.08043231070041656,0.3269748091697693,1570374932978,0.03819246590137482,0.03728637099266052,0.013417243957519531
Resting,0.5088217854499817,0.05944996699690819,0.3960416913032532,1570374933537,-0.052663542330265045,0.00683709979057312,0.00025463104248046875
Resting,0.15911608934402466,-0.0113654350861907,0.2561594247817993,1570374933473,0.00827915221452713,0.10009735822677612,0.018980026245117188
Resting,0.0883006826043129,0.12851683795452118,0.11627714335918427,1570374933411,-0.05976230651140213,-0.06798514723777771,-0.030640602111816406
Resting,-0.19146385788917542,0.47909680008888245,-0.09442053735256195,1570374933271,0.06625936180353165,0.04106748104095459,0.0367889404296875
Resting,-0.4712284207344055,-0.22031457722187042,0.04633600264787674,1570374933358,-0.05330619215965271,0.08064150810241699,0.00698089599609375
Resting,0.9984097480773926,0.26839911937713623,0.3269748091697693,1570374933316,0.009831145405769348,-0.13259050250053406,-0.04569816589355469
Resting,0.5787628889083862,0.4091556668281555,0.3269748091697693,1570374933223,0.026071637868881226,-0.18194976449012756,0.0648050308227539
Resting,-0.12152272462844849,-0.43101224303245544,-0.023605134338140488,1570374933732,0.04659665375947952,0.002934098243713379,-0.035592079162597656
Resting,-0.26140499114990234,0.3392145037651062,-0.2343028038740158,1570374933683,-0.028952620923519135,-0.016403913497924805,0.00539398193359375
Resting,0.2989983558654785,-0.08043231070041656,0.2561594247817993,1570374933635,0.040671639144420624,-0.023771286010742188,0.02038860321044922
Resting,-0.19146385788917542,-0.15124770998954773,0.18709254264831543,1570374933594,-0.005408093333244324,-0.04189795255661011,-0.019982337951660156
Resting,0.7186451554298401,0.12851683795452118,0.3960416913032532,1570374933836,0.023099862039089203,-0.02219828963279724,0.008440017700195312
Resting,-0.26140499114990234,0.6189790368080139,0.18709254264831543,1570374933896,-0.056745804846286774,0.012842684984207153,-0.0034742355346679688
Resting,0.5787628889083862,0.47909680008888245,0.11627714335918427,1570374933951,0.049259528517723083,-0.00831538438796997,-0.006754875183105469
Resting,-0.26140499114990234,-0.22031457722187042,0.11627714335918427,1570374933994,-0.0013691186904907227,-0.002952665090560913,-0.0056056976318359375
Resting,-0.4012872874736786,0.3392145037651062,-0.023605134338140488,1570374934090,-0.012348279356956482,0.19837763905525208,0.01977825164794922
Resting,-0.05158158764243126,-0.15124770998954773,-0.023605134338140488,1570374934045,0.0033341795206069946,0.009435594081878662,0.00652313232421875
Resting,1.2091073989868164,-0.43101224303245544,0.04633600264787674,1570374934133,0.010781243443489075,-0.2969433665275574,-0.07027626037597656
Resting,-0.05158158764243126,0.4091556668281555,-0.2343028038740158,1570374934187,-0.0116347074508667,0.20499363541603088,0.08177947998046875
Resting,0.019233813509345055,-0.5708945393562317,0.18709254264831543,1570374934245,0.022714465856552124,-0.15296012163162231,-0.03508281707763672
Resting,-0.3313461244106293,-0.22031457722187042,-0.09442053735256195,1570374934300,0.02074369788169861,0.1671779453754425,0.0632028579711914
